Alumno[Nombre: Aitara Lopez Cruz, Num. de Cuenta: 3210504, Edad: 25, Direccion: AV DIVISION DEL NORTE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3310, Semestre: 10, Num. Inscripcion: 226],
Alumno[Nombre:  Seida Vargas Ortega, Num. de Cuenta: 3240505, Edad: 22, Direccion: OAXACA, COAHUILA, COAHUILA,25640, Semestre: 4, Num. Inscripcion: 478],
Alumno[Nombre:  Nieva Gutierrez Moreno, Num. de Cuenta: 3220506, Edad: 26, Direccion: CARRETERA ESTATAL 45 NTE GPE ZACATECAS, AGUASCALIENTES, AGUASCALIENTES,20467, Semestre: 8, Num. Inscripcion: 326],
Alumno[Nombre:  Alane Nagai Castillo Garcia, Num. de Cuenta: 3220507, Edad: 25, Direccion: CALZADA INDEPENDENCIA, BAJA CALIFORNIA, BAJA CALIFORNIA,21140, Semestre: 7, Num. Inscripcion: 317],
Alumno[Nombre:  Coco Guzman Rodriguez, Num. de Cuenta: 3240508, Edad: 21, Direccion: MAHATMA GANDHI, AGUASCALIENTES, AGUASCALIENTES,20234, Semestre: 3, Num. Inscripcion: 295],
Alumno[Nombre:  Anatol Rojas Hernandez, Num. de Cuenta: 3220509, Edad: 27, Direccion: ALFREDO CHAVERO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6800, Semestre: 8, Num. Inscripcion: 400],
Alumno[Nombre:  Mamen Mendoza Morales, Num. de Cuenta: 3210510, Edad: 25, Direccion: AV RIO CHAMPOTON, BAJA CALIFORNIA, BAJA CALIFORNIA,21395, Semestre: 10, Num. Inscripcion: 277],
Alumno[Nombre:  Vidar Morales Rodriguez, Num. de Cuenta: 3220511, Edad: 25, Direccion: SEGUNDA BENITO JUAREZ, BAJA CALIFORNIA, BAJA CALIFORNIA,22000, Semestre: 7, Num. Inscripcion: 382],
Alumno[Nombre:  Sensen Junio Ruiz Bautista, Num. de Cuenta: 3250512, Edad: 19, Direccion: AV 510, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7969, Semestre: 2, Num. Inscripcion: 239],
Alumno[Nombre:  Hidaia Dominguez De la Cruz, Num. de Cuenta: 3220513, Edad: 27, Direccion: AV REVOLUCION ESQ CON C ENSENADA, BAJA CALIFORNIA, BAJA CALIFORNIA,21440, Semestre: 8, Num. Inscripcion: 455],
Alumno[Nombre:  Seida Lopez Ramirez, Num. de Cuenta: 3220514, Edad: 26, Direccion: COLINA SAN MARCOS, BAJA CALIFORNIA, BAJA CALIFORNIA,22125, Semestre: 8, Num. Inscripcion: 221],
Alumno[Nombre:  Larabi Ramos Hernandez, Num. de Cuenta: 3230515, Edad: 20, Direccion: UNION DE COLONOS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9630, Semestre: 5, Num. Inscripcion: 447],
Alumno[Nombre:  Maela Garcia Contreras, Num. de Cuenta: 3210516, Edad: 24, Direccion: VIOLETA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6300, Semestre: 10, Num. Inscripcion: 382],
Alumno[Nombre: Aitara Garcia Castro, Num. de Cuenta: 3250517, Edad: 19, Direccion: CALZ SAN ISIDRO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,2710, Semestre: 2, Num. Inscripcion: 576],
Alumno[Nombre:  Seida Flores Aguilar, Num. de Cuenta: 3220518, Edad: 24, Direccion: ESCUADRON TRUJANO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9530, Semestre: 8, Num. Inscripcion: 377],
Alumno[Nombre:  Veda Veda Guzman Romero, Num. de Cuenta: 3230519, Edad: 23, Direccion: DR ATL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6400, Semestre: 6, Num. Inscripcion: 487],
Alumno[Nombre:  Tonino Rivera Aguilar, Num. de Cuenta: 3240520, Edad: 18, Direccion: VERACRUZ, BAJA CALIFORNIA, BAJA CALIFORNIA,22056, Semestre: 3, Num. Inscripcion: 171],
Alumno[Nombre:  Delvis Herrera Rojas, Num. de Cuenta: 3210521, Edad: 27, Direccion: PASEO DE LAS JACARANDAS, MEXICO, MEXICO,55604, Semestre: 9, Num. Inscripcion: 442],
Alumno[Nombre:  Cleta Ismain Herrera Garcia, Num. de Cuenta: 3240522, Edad: 21, Direccion: PINO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,2980, Semestre: 4, Num. Inscripcion: 475],
Alumno[Nombre:  Larabi Naysa De la Cruz Santiago, Num. de Cuenta: 3250523, Edad: 21, Direccion: DR LUCIO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6720, Semestre: 2, Num. Inscripcion: 569],
Alumno[Nombre:  Daler Salazar Juarez, Num. de Cuenta: 3210524, Edad: 26, Direccion: PASEO AFRODITA, BAJA CALIFORNIA, BAJA CALIFORNIA,21395, Semestre: 9, Num. Inscripcion: 339],
Alumno[Nombre:  Fara Ramos Rojas, Num. de Cuenta: 3240525, Edad: 21, Direccion: QUETZALCOATL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15520, Semestre: 4, Num. Inscripcion: 525],
Alumno[Nombre:  Sante Estrada Vargas, Num. de Cuenta: 3240526, Edad: 19, Direccion: EBANO, AGUASCALIENTES, AGUASCALIENTES,20020, Semestre: 3, Num. Inscripcion: 349],
Alumno[Nombre:  Mamen Loira Rivera Dominguez, Num. de Cuenta: 3220527, Edad: 26, Direccion: BLVD VUELO DEL QUETZAL, AGUASCALIENTES, AGUASCALIENTES,20355, Semestre: 7, Num. Inscripcion: 243],
Alumno[Nombre:  Veda Aguilar De la Cruz, Num. de Cuenta: 3250528, Edad: 19, Direccion: PERIFERICO ORIENTE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9910, Semestre: 1, Num. Inscripcion: 650],
Alumno[Nombre:  Anatol De la Cruz Romero, Num. de Cuenta: 3230529, Edad: 22, Direccion: AVENIDA ANTONIO DE MENDOZA, BAJA CALIFORNIA, BAJA CALIFORNIA,21240, Semestre: 5, Num. Inscripcion: 363],
Alumno[Nombre:  Seida Hernandez Ortiz, Num. de Cuenta: 3220530, Edad: 24, Direccion: AV SAN BERNABE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,10340, Semestre: 7, Num. Inscripcion: 290],
Alumno[Nombre:  UriasAitara Ortiz Bautista, Num. de Cuenta: 3250531, Edad: 18, Direccion: OROZCO Y BERRA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6300, Semestre: 1, Num. Inscripcion: 650],
Alumno[Nombre:  Madai Perez Velazquez, Num. de Cuenta: 3220532, Edad: 27, Direccion: AV FRAY SERVANDO TERESA DE MIER, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15900, Semestre: 7, Num. Inscripcion: 370],
Alumno[Nombre:  Zaharie Kalani Rojas Rodriguez, Num. de Cuenta: 3240533, Edad: 18, Direccion: INDEPENDENCIA, VERACRUZ, VERACRUZ,94920, Semestre: 3, Num. Inscripcion: 454],
Alumno[Nombre:  Lartaun Rivera Juarez, Num. de Cuenta: 3250534, Edad: 20, Direccion: AV TLAHUAC, CIUDAD DE MEXICO, CIUDAD DE MEXICO,13360, Semestre: 2, Num. Inscripcion: 419],
Alumno[Nombre:  Naraya Kara Mendez Salazar, Num. de Cuenta: 3230535, Edad: 20, Direccion: ROBERTO G SADA OTE, NUEVO LEON, NUEVO LEON,66250, Semestre: 5, Num. Inscripcion: 222],
Alumno[Nombre:  Sante Perez Gutierrez, Num. de Cuenta: 3210536, Edad: 24, Direccion: AVENIDA MINERAL DE PEÑAFIEL, GUANAJUATO, GUANAJUATO,36275, Semestre: 10, Num. Inscripcion: 220],
Alumno[Nombre:  Naraya Mendez Ruiz, Num. de Cuenta: 3240537, Edad: 21, Direccion: AVENIDA AGUASCALIENTES ORIENTE, AGUASCALIENTES, AGUASCALIENTES,20169, Semestre: 4, Num. Inscripcion: 401],
Alumno[Nombre:  Delvis Rodriguez Munoz, Num. de Cuenta: 3230538, Edad: 23, Direccion: QUETZALCOATL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15520, Semestre: 6, Num. Inscripcion: 110],
Alumno[Nombre:  Fara Alvarez Martinez, Num. de Cuenta: 3230539, Edad: 21, Direccion: CARRETERA PICACHO AJUSCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14200, Semestre: 5, Num. Inscripcion: 106],
Alumno[Nombre:  Aloe Perez Diaz, Num. de Cuenta: 3250540, Edad: 19, Direccion: PROLONGACION PASEO DE LOS HEROES, BAJA CALIFORNIA, BAJA CALIFORNIA,22100, Semestre: 1, Num. Inscripcion: 890],
Alumno[Nombre:  Vidar De la Cruz Torres, Num. de Cuenta: 3220541, Edad: 22, Direccion: JOSE MARIA VERTIZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6720, Semestre: 7, Num. Inscripcion: 364],
Alumno[Nombre:  Elimar Haruka Bautista Ortega, Num. de Cuenta: 3220542, Edad: 24, Direccion: INDEPENDENCIA, VERACRUZ, VERACRUZ,94920, Semestre: 7, Num. Inscripcion: 306],
Alumno[Nombre:  Fara Castro Guerrero, Num. de Cuenta: 3210543, Edad: 27, Direccion: UNIVERSIDAD, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3100, Semestre: 10, Num. Inscripcion: 333],
Alumno[Nombre:  Hidaia Ramos Aguilar, Num. de Cuenta: 3250544, Edad: 18, Direccion: AVENIDA YUGOSLAVIA, BAJA CALIFORNIA, BAJA CALIFORNIA,21160, Semestre: 1, Num. Inscripcion: 650],
Alumno[Nombre:  Coco Santiago Luna, Num. de Cuenta: 3240545, Edad: 20, Direccion: PROCERES DE LA ENSEÑANZA, AGUASCALIENTES, AGUASCALIENTES,20196, Semestre: 3, Num. Inscripcion: 525],
Alumno[Nombre:  Lartaun Lopez Sanchez, Num. de Cuenta: 3220546, Edad: 27, Direccion: PEKIN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15400, Semestre: 8, Num. Inscripcion: 211],
Alumno[Nombre:  Naysa Juarez Romero, Num. de Cuenta: 3210547, Edad: 25, Direccion: 39 PONIENTE, PUEBLA, PUEBLA,72400, Semestre: 9, Num. Inscripcion: 292],
Alumno[Nombre:  Imeda Herrera Castillo, Num. de Cuenta: 3250548, Edad: 20, Direccion: SANTA LUCIA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1400, Semestre: 2, Num. Inscripcion: 540],
Alumno[Nombre:  Anatol Estrada Diaz, Num. de Cuenta: 3240549, Edad: 20, Direccion: AV ANGEL ALBINO CORSO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7939, Semestre: 3, Num. Inscripcion: 421],
Alumno[Nombre:  Hidaia Idelia Medina Ortega, Num. de Cuenta: 3250550, Edad: 20, Direccion: CALZADA DESIERTO DE LOS LEONES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1859, Semestre: 2, Num. Inscripcion: 441],
Alumno[Nombre:  Imeda Ramirez Rojas, Num. de Cuenta: 3230551, Edad: 20, Direccion: AV INSURGENTES CENTRO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6470, Semestre: 5, Num. Inscripcion: 328],
Alumno[Nombre:  Naraya Aloe Luna Diaz, Num. de Cuenta: 3220552, Edad: 22, Direccion: GRAL PEDRO ANTONIO DE LOS SANTOS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11850, Semestre: 7, Num. Inscripcion: 319],
Alumno[Nombre:  Elaya Mendoza Luna, Num. de Cuenta: 3250553, Edad: 19, Direccion: ORIENTE 241 A, CIUDAD DE MEXICO, CIUDAD DE MEXICO,8500, Semestre: 2, Num. Inscripcion: 297],
Alumno[Nombre:  Aral Martinez Dominguez, Num. de Cuenta: 3240554, Edad: 21, Direccion: JALISCO ESQUINA CON CHILPANCINGO, BAJA CALIFORNIA, BAJA CALIFORNIA,21120, Semestre: 3, Num. Inscripcion: 257],
Alumno[Nombre:  Kara Gonzalez Flores, Num. de Cuenta: 3220555, Edad: 26, Direccion: CUAUHTEMOC, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3310, Semestre: 8, Num. Inscripcion: 231],
Alumno[Nombre:  Lartaun Chavez Santiago, Num. de Cuenta: 3230556, Edad: 23, Direccion: BLVD PUERTO AEREO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15700, Semestre: 6, Num. Inscripcion: 293],
Alumno[Nombre: Aitara Ortiz Gonzalez, Num. de Cuenta: 3220557, Edad: 26, Direccion: PARQUE INDUSTRIAL SAN FRANCISCO, AGUASCALIENTES, AGUASCALIENTES,20304, Semestre: 7, Num. Inscripcion: 202],
Alumno[Nombre:  Sensen Flores Vargas, Num. de Cuenta: 3220558, Edad: 26, Direccion: TLALPAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4650, Semestre: 8, Num. Inscripcion: 464],
Alumno[Nombre:  Madai Numa Rivera Vargas, Num. de Cuenta: 3210559, Edad: 27, Direccion: AV MEXICO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,10400, Semestre: 9, Num. Inscripcion: 280],
Alumno[Nombre:  Tabara Torres Jimenez, Num. de Cuenta: 3230560, Edad: 23, Direccion: VALENTE QUINTANA, AGUASCALIENTES, AGUASCALIENTES,20280, Semestre: 6, Num. Inscripcion: 295],
Alumno[Nombre:  Vidar Hidaia Mendez Romero, Num. de Cuenta: 3240561, Edad: 23, Direccion: PLAN DE AYALA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9730, Semestre: 4, Num. Inscripcion: 303],
Alumno[Nombre:  Lartaun Castro Martinez, Num. de Cuenta: 3220562, Edad: 27, Direccion: AVENIDA CENTRAL, NUEVO LEON, NUEVO LEON,67170, Semestre: 8, Num. Inscripcion: 297],
Alumno[Nombre:  Aloe Naysa Salazar Herrera, Num. de Cuenta: 3210563, Edad: 26, Direccion: CALZ GENERAL MARIANO ESCOBEDO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11320, Semestre: 9, Num. Inscripcion: 219],
Alumno[Nombre:  Kui Rivera Ortiz, Num. de Cuenta: 3220564, Edad: 27, Direccion: FRANCISCO GUEL, AGUASCALIENTES, AGUASCALIENTES,20400, Semestre: 7, Num. Inscripcion: 265],
Alumno[Nombre:  Kara Perez Hernandez, Num. de Cuenta: 3210565, Edad: 26, Direccion: CALLE 10, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1180, Semestre: 10, Num. Inscripcion: 251],
Alumno[Nombre:  Rio Mendoza Munoz, Num. de Cuenta: 3210566, Edad: 25, Direccion: AVIACION CIVIL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15540, Semestre: 10, Num. Inscripcion: 330],
Alumno[Nombre:  Arlena Ortiz Salazar, Num. de Cuenta: 3230567, Edad: 21, Direccion: CALZADA SAN LORENZO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9860, Semestre: 5, Num. Inscripcion: 423],
Alumno[Nombre:  Numa Kui Jimenez Reyes, Num. de Cuenta: 3230568, Edad: 23, Direccion: SIERRA SANTA ROSA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11650, Semestre: 5, Num. Inscripcion: 420],
Alumno[Nombre:  Cleta Sante Vazquez Gomez, Num. de Cuenta: 3230569, Edad: 22, Direccion: LAGO ALBERTO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11320, Semestre: 5, Num. Inscripcion: 399],
Alumno[Nombre:  Imeda Rodriguez Guzman, Num. de Cuenta: 3220570, Edad: 25, Direccion: INSURGENTES, TAMAULIPAS, TAMAULIPAS,89730, Semestre: 7, Num. Inscripcion: 310],
Alumno[Nombre:  Veda Vargas Martinez, Num. de Cuenta: 3220571, Edad: 27, Direccion: TETIZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14109, Semestre: 8, Num. Inscripcion: 208],
Alumno[Nombre:  Maela Guzman Guerrero, Num. de Cuenta: 3240572, Edad: 21, Direccion: ALEJANDRO DE RODAS, NUEVO LEON, NUEVO LEON,64346, Semestre: 3, Num. Inscripcion: 472],
Alumno[Nombre:  Elimar Elber Luna Diaz, Num. de Cuenta: 3220573, Edad: 23, Direccion: LOMAS DEL SUR, AGUASCALIENTES, AGUASCALIENTES,20126, Semestre: 7, Num. Inscripcion: 433],
Alumno[Nombre:  Kara Gonzalez Guzman, Num. de Cuenta: 3220574, Edad: 26, Direccion: CAPULINES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3100, Semestre: 8, Num. Inscripcion: 414],
Alumno[Nombre:  Tonino Jimenez Jimenez, Num. de Cuenta: 3250575, Edad: 21, Direccion: SALIDA A VALLADOLID, AGUASCALIENTES, AGUASCALIENTES,20916, Semestre: 2, Num. Inscripcion: 490],
Alumno[Nombre:  Anhara Alvarez Ramirez, Num. de Cuenta: 3250576, Edad: 20, Direccion: CHURUBUSCO, BAJA CALIFORNIA, BAJA CALIFORNIA,21290, Semestre: 2, Num. Inscripcion: 726],
Alumno[Nombre:  Lartaun Medina Ortega, Num. de Cuenta: 3210577, Edad: 26, Direccion: CALZADA DE TLALPAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3400, Semestre: 9, Num. Inscripcion: 162],
Alumno[Nombre:  Tonino Hernandez Guerrero, Num. de Cuenta: 3210578, Edad: 24, Direccion: GRAL PEDRO ANTONIO DE LOS SANTOS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11850, Semestre: 9, Num. Inscripcion: 385],
Alumno[Nombre:  Levin Garcia Martinez, Num. de Cuenta: 3220579, Edad: 22, Direccion: SASSO FERRATO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1460, Semestre: 7, Num. Inscripcion: 240],
Alumno[Nombre:  Aloe Cruz Rojas, Num. de Cuenta: 3210580, Edad: 24, Direccion: TEPETL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14426, Semestre: 9, Num. Inscripcion: 210],
Alumno[Nombre:  Idelia Ortega Chavez, Num. de Cuenta: 3250581, Edad: 18, Direccion: MARGARITA MAZA DE JUAREZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7700, Semestre: 1, Num. Inscripcion: 898],
Alumno[Nombre:  Mamen Garcia Reyes, Num. de Cuenta: 3230582, Edad: 22, Direccion: MAHATMA GANDHI, AGUASCALIENTES, AGUASCALIENTES,20342, Semestre: 6, Num. Inscripcion: 322],
Alumno[Nombre:  Elaya Larabi Flores Hernandez, Num. de Cuenta: 3250583, Edad: 18, Direccion: 21, YUCATAN, YUCATAN,97312, Semestre: 1, Num. Inscripcion: 898],
Alumno[Nombre:  Anhara Ramos Gutierrez, Num. de Cuenta: 3210584, Edad: 26, Direccion: CALZADA HEROICA PUEBLA, BAJA CALIFORNIA, BAJA CALIFORNIA,21620, Semestre: 9, Num. Inscripcion: 256],
Alumno[Nombre:  Anatol Vargas Salazar, Num. de Cuenta: 3210585, Edad: 25, Direccion: ORIENTE 233, CIUDAD DE MEXICO, CIUDAD DE MEXICO,8500, Semestre: 9, Num. Inscripcion: 277],
Alumno[Nombre:  Naraya Ruiz Mendoza, Num. de Cuenta: 3210586, Edad: 24, Direccion: PASEO DEL SEMINARIO, DURANGO, DURANGO,34204, Semestre: 10, Num. Inscripcion: 367],
Alumno[Nombre:  Nieva Martinez Estrada, Num. de Cuenta: 3240587, Edad: 21, Direccion: AV AZCAPOTZALCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,2000, Semestre: 3, Num. Inscripcion: 440],
Alumno[Nombre: Aitara Vazquez Perez, Num. de Cuenta: 3230588, Edad: 23, Direccion: GAZA DE ACCESO AL BLVD LAZARO CARDENAS, BAJA CALIFORNIA, BAJA CALIFORNIA,22110, Semestre: 5, Num. Inscripcion: 191],
Alumno[Nombre:  Kui Torres Morales, Num. de Cuenta: 3230589, Edad: 22, Direccion: BLVD ENCINOS, BAJA CALIFORNIA, BAJA CALIFORNIA,21507, Semestre: 6, Num. Inscripcion: 334],
Alumno[Nombre:  Naraya Castillo Martinez, Num. de Cuenta: 3210590, Edad: 27, Direccion: ARROYO EL MOLINO, AGUASCALIENTES, AGUASCALIENTES,20116, Semestre: 10, Num. Inscripcion: 390],
Alumno[Nombre: Ananda Coco Flores Reyes, Num. de Cuenta: 3250591, Edad: 19, Direccion: JALISCO ESQUINA CON CHILPANCINGO, BAJA CALIFORNIA, BAJA CALIFORNIA,21120, Semestre: 2, Num. Inscripcion: 365],
Alumno[Nombre:  Loira Garcia Estrada, Num. de Cuenta: 3250592, Edad: 19, Direccion: CARRETERA AL AEROPUERTO, BAJA CALIFORNIA, BAJA CALIFORNIA,21621, Semestre: 1, Num. Inscripcion: 882],
Alumno[Nombre:  Coco Munoz Ortiz, Num. de Cuenta: 3240593, Edad: 20, Direccion: AVENIDA AGUASCALIENTES SUR ESQUINA CORREGIDORA, AGUASCALIENTES, AGUASCALIENTES,20298, Semestre: 4, Num. Inscripcion: 373],
Alumno[Nombre:  Haruka Contreras Estrada, Num. de Cuenta: 3240594, Edad: 18, Direccion: JORGE WASHINGTON, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3510, Semestre: 3, Num. Inscripcion: 269],
Alumno[Nombre:  Numa Sensen Perez Ramirez, Num. de Cuenta: 3230595, Edad: 22, Direccion: PROL 16 DE SEP, CIUDAD DE MEXICO, CIUDAD DE MEXICO,5370, Semestre: 6, Num. Inscripcion: 369],
Alumno[Nombre:  Ismain Torres Torres, Num. de Cuenta: 3250596, Edad: 21, Direccion: VISTA DEL SOL, BAJA CALIFORNIA, BAJA CALIFORNIA,22165, Semestre: 2, Num. Inscripcion: 313],
Alumno[Nombre:  Zaharie Dominguez Jimenez, Num. de Cuenta: 3230597, Edad: 22, Direccion: MARGARITA MAZA DE JUAREZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7700, Semestre: 5, Num. Inscripcion: 102],
Alumno[Nombre:  Fara Gomez Mendoza, Num. de Cuenta: 3250598, Edad: 19, Direccion: AVENIDA PLAN DE AYUTLA, BAJA CALIFORNIA, BAJA CALIFORNIA,21250, Semestre: 1, Num. Inscripcion: 768],
Alumno[Nombre:  Alane Herrera Vargas, Num. de Cuenta: 3220599, Edad: 27, Direccion: AV AJEDRECISTAS, AGUASCALIENTES, AGUASCALIENTES,20298, Semestre: 8, Num. Inscripcion: 462],
Alumno[Nombre:  Aral Mamen Torres Ramirez, Num. de Cuenta: 3250600, Edad: 18, Direccion: LUIS CABRERA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,10020, Semestre: 2, Num. Inscripcion: 453],
Alumno[Nombre:  Eloa Larabi Munoz Guzman, Num. de Cuenta: 3240601, Edad: 20, Direccion: VENTURA G TENA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6850, Semestre: 3, Num. Inscripcion: 447],
Alumno[Nombre:  Sante Luna Jimenez, Num. de Cuenta: 3240602, Edad: 19, Direccion: CARRETERA SAIN ALTO SOMBRERETE,"	ZACATECAS", ZACATECAS,99130, Semestre: 3, Num. Inscripcion: 275],
Alumno[Nombre:  Alane Gomez Mendez, Num. de Cuenta: 3230603, Edad: 20, Direccion: NORTE 5, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15530, Semestre: 5, Num. Inscripcion: 481],
Alumno[Nombre:  Sensen Perez Cruz, Num. de Cuenta: 3230604, Edad: 23, Direccion: GUANABANA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,2800, Semestre: 6, Num. Inscripcion: 181],
Alumno[Nombre:  Sensen Velazquez Garcia, Num. de Cuenta: 3210605, Edad: 24, Direccion: AV FRANCISCO MORAZAN ANTES AV 8, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15000, Semestre: 10, Num. Inscripcion: 265],
Alumno[Nombre:  Arlena Bautista Martinez, Num. de Cuenta: 3240606, Edad: 20, Direccion: CASTILLA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3400, Semestre: 3, Num. Inscripcion: 392],
Alumno[Nombre:  Lartaun Vidar Ruiz Lopez, Num. de Cuenta: 3240607, Edad: 20, Direccion: AV JALISCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11870, Semestre: 3, Num. Inscripcion: 347],
Alumno[Nombre:  Numa Contreras Vargas, Num. de Cuenta: 3250608, Edad: 20, Direccion: HEROE INMORTAL, AGUASCALIENTES, AGUASCALIENTES,20298, Semestre: 2, Num. Inscripcion: 349],
Alumno[Nombre:  Nagai Torres Chavez, Num. de Cuenta: 3240609, Edad: 20, Direccion: AV MORELOS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15850, Semestre: 3, Num. Inscripcion: 468],
Alumno[Nombre:  Mamen Cruz Hernandez, Num. de Cuenta: 3230610, Edad: 23, Direccion: AV DE LOS MAESTROS, AGUASCALIENTES, AGUASCALIENTES,20235, Semestre: 5, Num. Inscripcion: 288],
Alumno[Nombre:  Eloa Rodriguez Guzman, Num. de Cuenta: 3250611, Edad: 18, Direccion: 29 DE OCTUBRE ZONA 3 MANZANA 211 LOTE 09, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1860, Semestre: 2, Num. Inscripcion: 342],
Alumno[Nombre:  Junio Gutierrez Salazar, Num. de Cuenta: 3250612, Edad: 21, Direccion: EMILIANO ZAPATA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6060, Semestre: 2, Num. Inscripcion: 375],
Alumno[Nombre: Ananda Junio Luna Garcia, Num. de Cuenta: 3210613, Edad: 27, Direccion: AHUIZOTL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4630, Semestre: 9, Num. Inscripcion: 213],
Alumno[Nombre: Aitara Torres Mendez, Num. de Cuenta: 3210614, Edad: 26, Direccion: AV LA TURBA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,13280, Semestre: 10, Num. Inscripcion: 346],
Alumno[Nombre:  Mamen Ruiz Moreno, Num. de Cuenta: 3220615, Edad: 22, Direccion: LUIS DONALDO COLOSIO, AGUASCALIENTES, AGUASCALIENTES,20115, Semestre: 7, Num. Inscripcion: 168],
Alumno[Nombre:  Cleta Dominguez Torres, Num. de Cuenta: 3250616, Edad: 18, Direccion: INSURGENTES SUR, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1388, Semestre: 2, Num. Inscripcion: 240],
Alumno[Nombre:  KuiAitara Reyes Vargas, Num. de Cuenta: 3250617, Edad: 21, Direccion: BLVD NATURA, BAJA CALIFORNIA, BAJA CALIFORNIA,22165, Semestre: 2, Num. Inscripcion: 476],
Alumno[Nombre:  Hidaia Salazar Velazquez, Num. de Cuenta: 3250618, Edad: 18, Direccion: IGNACIO ZARAGOZA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9210, Semestre: 2, Num. Inscripcion: 586],
Alumno[Nombre:  Eloa Xue Dominguez Sanchez, Num. de Cuenta: 3250619, Edad: 19, Direccion: ESCUADRON 201, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1160, Semestre: 2, Num. Inscripcion: 134],
Alumno[Nombre:  Madai Hernandez Torres, Num. de Cuenta: 3230620, Edad: 21, Direccion: BONDOJITO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15250, Semestre: 5, Num. Inscripcion: 330],
Alumno[Nombre:  Maela Mendez Ortiz, Num. de Cuenta: 3220621, Edad: 27, Direccion: DIEGO RIVERA, BAJA CALIFORNIA, BAJA CALIFORNIA,22010, Semestre: 7, Num. Inscripcion: 123],
Alumno[Nombre:  Naraya Ruiz Aguilar, Num. de Cuenta: 3240622, Edad: 20, Direccion: ERMITA SUR, BAJA CALIFORNIA, BAJA CALIFORNIA,22106, Semestre: 3, Num. Inscripcion: 514],
Alumno[Nombre:  Eloa Estrada Garcia, Num. de Cuenta: 3240623, Edad: 21, Direccion: AV MICHOACAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9220, Semestre: 3, Num. Inscripcion: 313],
